address,lat,long
1294 Appleton Ave,32.83588,-83.642982
1280 Appleton Ave,32.835781,-83.642952
1264 Appleton Ave,32.835667,-83.642883
811 College St,32.835197,-83.642639
855 College St,32.835091,-83.642944
885 College St,32.835011,-83.643143
980 College St,32.834602,-83.643745
1008 College St,32.834423,-83.644058
1040 College St,32.834225,-83.644241
1257 Oglethorpe St,32.833565,-83.644188
1243 Oglethorpe St,32.833485,-83.644051
1227 Oglethorpe St,32.833393,-83.64389
1219 Oglethorpe St,32.833309,-83.643837
1270 Oglethorpe St,32.83342,-83.644501
1156 College St,32.833073,-83.64521
1168 College St,32.83297,-83.645302
1180 College St,32.832867,-83.645393
1196 College St,32.832726,-83.645515
1267 College Pl,32.832569,-83.645447
1249 College Pl,32.8325,-83.645348
1206 College St,32.832512,-83.645752
1262 College Pl,32.832344,-83.64563
1246 College Pl,32.832283,-83.645538
1228 College Pl,32.832214,-83.645439
1210 College Pl,32.832165,-83.645317
1262 Shamrock St,32.830978,-83.64502
1185 Ash St,32.831089,-83.645912
1294 College St,32.831749,-83.646416
1280 College St,32.831821,-83.646294
1268 College St,32.831905,-83.646217
1256 College St,32.831989,-83.646149
1248 College St,32.832043,-83.646103
1115 Ash St,32.830547,-83.644936
1295 Ross St,32.830505,-83.644722
1271 Ross St,32.830723,-83.644539
1263 Ross St,32.830795,-83.644478
1249 Ross St,32.830921,-83.644363
1211 Ross St,32.831264,-83.644073
1092 Hazel St,32.831211,-83.643692
1086 Hazel St,32.831161,-83.643631
1080 Hazel St,32.831123,-83.643562
1273 Ross St,32.830708,-83.644554
1256 Ross St,32.830692,-83.644165
1268 Ross St,32.830585,-83.644264
1061 Ash St,32.830051,-83.644119
1031 Ash St,32.829765,-83.643631
1275 Calhoun St,32.82983,-83.643112
1263 Calhoun St,32.829941,-83.643021
1255 Calhoun St,32.830013,-83.64296
1241 Calhoun St,32.830139,-83.642853
1227 Calhoun St,32.830269,-83.642746
1018 Hazel St,32.83062,-83.6427
1024 Hazel St,32.830662,-83.642769
1034 Hazel St,32.83073,-83.642891
1046 Hazel St,32.830853,-83.642998
1270 Ross St,32.830566,-83.644279
1254 Ross St,32.830711,-83.64415
1116 Ash St,32.830341,-83.645142
1130 Ash St,32.830463,-83.645348
1329 Ross St,32.829967,-83.645195
1306 Ross St,32.830009,-83.64476
1078 Ash St,32.829964,-83.644516
1054 Ash St,32.829815,-83.644226
1046 Ash St,32.829685,-83.643967
1036 Ash St,32.829582,-83.643875
1026 Ash St,32.829514,-83.643753
1016 Ash St,32.829449,-83.643639
1008 Ash St,32.829395,-83.643539
1326 Ross St,32.829826,-83.64492
1337 Calhoun St,32.829021,-83.643799
1343 Ross St,32.829842,-83.645309
1371 Ross St,32.829582,-83.645538
1342 Ross St,32.829678,-83.64505
1354 Ross St,32.829571,-83.645149
1366 Ross St,32.829456,-83.645248
1374 Ross St,32.829384,-83.645317
1386 Ross St,32.829273,-83.645416
1394 Ross St,32.829201,-83.645477
1083 Elm St,32.829056,-83.645363
1069 Elm St,32.828949,-83.645187
1057 Elm St,32.828857,-83.645042
1359 Ross St,32.829693,-83.645439
1346 Ross St,32.829643,-83.645088
1035 Elm St,32.828617,-83.644638
1385 Calhoun St,32.828568,-83.644188
1371 Calhoun St,32.828701,-83.644073
1355 Calhoun St,32.82885,-83.643944
1347 Calhoun St,32.828926,-83.643883
1346 Ross St,32.829643,-83.645088
1191 Oglethorpe St,32.833035,-83.643341
1107 Oglethorpe St,32.832706,-83.64283
993 Ross St,32.833035,-83.642471
975 Ross St,32.833199,-83.642395
959 Ross St,32.833324,-83.642288
1160 Columbus St,32.833607,-83.642418
1152 Columbus St,32.833614,-83.642334
1144 Columbus St,32.833622,-83.642258
1134 Columbus St,32.83363,-83.642159
915 Ross St,32.833675,-83.642006
941 Ross St,32.833469,-83.642174
1195 Columbus St,32.833778,-83.643211
1189 Columbus St,32.833782,-83.643089
1181 Columbus St,32.833813,-83.642799
1173 Columbus St,32.833847,-83.642708
885 College St,32.835011,-83.643143
879 College St,32.835026,-83.643105
873 College St,32.835045,-83.643066
1145 Columbus St,32.833881,-83.64238
1133 Columbus St,32.833893,-83.642235
1121 Columbus St,32.833908,-83.64209
1112 Appleton Ave,32.834064,-83.641899
1126 Appleton Ave,32.834194,-83.641975
1146 Appleton Ave,32.834404,-83.642113
1156 Appleton Ave,32.834511,-83.642181
1174 Appleton Ave,32.834702,-83.642303
1186 Appleton Ave,32.834827,-83.642387
808 College St,32.834999,-83.642509
826 College St,32.834927,-83.642616
844 College St,32.834873,-83.642738
870 College St,32.834805,-83.642921
894 College St,32.834778,-83.643127
796 College St,32.835167,-83.64209
784 College St,32.835258,-83.641884
756 College St,32.835464,-83.641411
1073 Rose Pl,32.834854,-83.64003
1089 Rose Pl,32.83485,-83.640175
1117 Appleton Ave,32.834198,-83.641617
1109 Appleton Ave,32.834106,-83.641579
1069 Columbus St,32.833996,-83.640877
1061 Columbus St,32.834003,-83.640709
1051 Orange St,32.833981,-83.639099
1059 Rose Pl,32.834858,-83.639908
1047 Rose Pl,32.834862,-83.639801
1086 Columbus St,32.833698,-83.641312
1058 Columbus St,32.833721,-83.640907
1034 Columbus St,32.833744,-83.640556
925 Park Pl,32.833675,-83.640015
941 Park Pl,32.833435,-83.640045
955 Park Pl,32.833195,-83.640198
961 Park Pl,32.833088,-83.640251
975 Park Pl,32.83284,-83.640373
983 Park Pl,32.832699,-83.64045
995 Park Pl,32.832355,-83.640556
1041 Maple St,32.832691,-83.641464
1081 Maple St,32.832867,-83.641991
1083 Oglethorpe St,32.832504,-83.642426
1071 Oglethorpe St,32.83242,-83.642281
1076 Maple St,32.8326,-83.642059
1029 Oglethorpe St,32.832047,-83.641663
1056 Maple St,32.832512,-83.641792
1042 Maple St,32.832451,-83.641609
1007 Oglethorpe St,32.831886,-83.641411
1065 Calhoun St,32.832008,-83.641281
1037 Calhoun St,32.832153,-83.641167
1015 Calhoun St,32.832264,-83.641075
994 Maple St,32.832188,-83.640678
990 Maple St,32.832104,-83.640526
986 Maple St,32.83202,-83.640533
980 Maple St,32.83194,-83.640465
972 Maple St,32.831837,-83.640373
1060 Calhoun St,32.831879,-83.641006
981 Oglethorpe St,32.831661,-83.641029
964 Maple St,32.831734,-83.640289
929 Oglethorpe St,32.831264,-83.640533
1030 Cole St,32.831306,-83.639946
1090 Cole St,32.831112,-83.640198
992 Spring St,32.832428,-83.640053
984 Spring St,32.832481,-83.639938
978 Spring St,32.832523,-83.639847
966 Spring St,32.832607,-83.639671
956 Spring St,32.832672,-83.639526
946 Spring St,32.832745,-83.639381
940 Spring St,32.832783,-83.639297
936 Spring St,32.832813,-83.639236
930 Spring St,32.832851,-83.639145
914 Spring St,32.832962,-83.638916
980 Orange St,32.833733,-83.639107
981 Maple St,32.8321,-83.640205
975 Maple St,32.83202,-83.640137
983 Cole St,32.831913,-83.639595
967 Cole St,32.832031,-83.639351
955 Cole St,32.832119,-83.639168
895 Orange St,32.834061,-83.639236
889 Orange Terr,32.833122,-83.638306
862 Spring St,32.833511,-83.638214
881 Orange Terr,32.833023,-83.638245
875 Orange Terr,32.832951,-83.638191
857 Orange Terr,32.832729,-83.638046
847 Orange Terr,32.832455,-83.637932
869 New St,32.832413,-83.637352
854 Orange Terr,32.832577,-83.638306
931 Cole St,32.832294,-83.638809
943 Cole St,32.832207,-83.638992
994  Cole St,32.831596,-83.639587
986 Cole St,32.831654,-83.639488
972 Cole St,32.831757,-83.639282
964 Cole St,32.831814,-83.63916
946 Cole St,32.831947,-83.638893
942 Cole St,32.831974,-83.638832
934 Cole St,32.832035,-83.63871
973 New St,32.831421,-83.63903
965 New St,32.831478,-83.638908
955 New St,32.831554,-83.638763
945 New St,32.831627,-83.638611
937 New St,32.831688,-83.638496
927 New St,32.83176,-83.638344
988 New St,32.83107,-83.639099
968 New St,32.831219,-83.638802
660 New St,32.834919,-83.63485
954 New St,32.831322,-83.638596
946 New St,32.831383,-83.638474
940 New St,32.831425,-83.63839
800 Orange Terr,32.831757,-83.637573
820 Orange Terr,32.83205,-83.637947
828 Orange Terr,32.832142,-83.638008
826 Orange Terr,32.832115,-83.637993
780 Orange Terr,32.831573,-83.637543
758 Orange Terr,32.831478,-83.637512
987 Highland Terr,32.83065,-83.638786
979 Highland Terr,32.830711,-83.638664
933 Highland Terr,32.831059,-83.63797
990 Highland Terr,32.830387,-83.63868
972 Highland Terr,32.830524,-83.638412
942 Highland Terr,32.830753,-83.637955
934 Highland Terr,32.830814,-83.637833
715 Oglethorpe St,32.830139,-83.637894
911 First St,32.830902,-83.636292
745 Orange Terr,32.831455,-83.636627
737 Orange Terr,32.831402,-83.636536
729 Orange Terr,32.831345,-83.636444
859 First St,32.831474,-83.635841
904 Orange Terr,32.833321,-83.638756
918 Orange Terr,32.833378,-83.638855
940 Orange Terr,32.833504,-83.638947
926 Park Pl,32.833553,-83.639488
938 Park Pl,32.833504,-83.639717
954 Park Pl,32.833023,-83.639938
964 Park Pl,32.832802,-83.640045
943 Spring St,32.833008,-83.639481
935 Spring St,32.833061,-83.639366
919 Spring St,32.833172,-83.63913
890 Orange Terr,32.833015,-83.638603
Macon Historic District Boundaries,,
